url_count,suspicious_keyword_count,sender_suspicious,body_length,label
1,0,0,636,1
1,0,0,175,1
0,0,0,1746,0
0,0,0,316,1
0,1,0,89,1
0,0,0,937,0
1,0,0,174,1
0,0,0,1261,0
2,0,0,860,0
2,0,0,165,1
5,0,0,1106,0
0,0,0,286,1
3,1,0,3794,0
0,0,0,462,0
0,0,0,526,1
2,2,0,1423,0
0,0,0,1006,0
3,1,0,14603,0
1,0,0,99,1
2,0,0,352,0
1,0,0,585,1
0,0,0,185,1
0,0,0,777,0
2,0,0,828,0
2,0,0,147,1
25,2,0,5878,0
1,0,0,426,1
0,0,0,283,1
1,0,0,82,1
1,0,0,269,0
1,0,0,151,1
1,1,0,266,1
1,0,0,351,1
1,13,0,4768,0
4,0,0,649,0
1,0,0,291,0
0,0,0,185,1
0,13,0,10786,0
3,1,0,2607,0
4,0,0,2094,0
2,0,0,4007,0
1,0,0,133,1
1,0,0,162,1
1,0,0,530,1
1,0,0,520,1
1,0,0,174,1
1,0,0,278,1
1,0,0,121,1
4,0,0,2763,0
0,2,0,1403,0
1,0,0,341,0
3,0,0,1431,0
4,0,0,654,0
1,0,0,156,1
1,0,0,272,1
1,1,0,255,1
1,0,0,144,1
1,0,0,291,1
0,0,0,724,0
1,0,0,282,1
1,0,0,285,1
1,0,0,414,1
1,5,0,836,0
2,0,0,970,0
2,0,0,1201,0
1,0,0,177,1
0,0,0,844,1
2,0,0,179,1
0,0,0,185,1
3,1,0,1646,0
1,0,0,263,1
1,0,0,309,1
3,1,0,1651,0
2,0,0,3531,0
1,0,0,1019,0
0,0,0,79,1
1,0,0,1584,1
2,1,0,1855,0
0,0,0,184,1
1,4,0,1708,0
1,0,0,481,1
0,0,0,320,1
3,0,0,333,1
3,0,0,347,1
0,4,0,1652,0
0,4,0,742,0
2,0,0,348,0
0,0,0,4215,0
1,0,0,1154,0
1,0,0,75,1
3,0,0,3846,0
1,0,0,1000,0
0,0,0,92,1
0,0,0,1216,0
2,1,0,1850,0
63,0,0,22152,0
0,1,0,786,0
0,1,0,115,1
0,0,0,160,1
0,0,0,950,1
0,0,0,185,1
1,0,0,791,0
0,0,0,281,1
0,2,0,140,1
3,0,0,2370,0
1,0,0,147,1
0,1,0,2023,0
0,5,0,586,0
0,0,0,1014,0
0,0,0,184,1
1,0,0,88,1
5,0,0,6576,0
2,0,0,1432,0
0,0,0,147,1
2,1,0,178,1
2,0,0,738,0
1,0,0,480,1
1,6,0,312,0
0,0,0,482,1
1,0,0,65,1
0,1,0,156,1
1,1,0,1144,0
2,1,0,3700,0
0,3,0,190,0
1,6,0,406,0
2,0,0,1427,0
2,0,0,471,0
1,0,0,476,1
1,0,0,137,1
0,0,0,90,1
1,1,0,340,1
1,0,0,280,1
1,5,0,1029,0
3,1,0,651,0
0,0,0,106,0
1,1,0,1948,1
0,0,0,184,1
1,0,0,362,1
0,0,0,2161,0
3,0,0,3179,0
3,3,0,1238,0
4,1,0,11552,0
1,0,0,2551,0
1,0,0,887,0
4,1,0,9212,0
0,4,0,6651,0
4,1,0,4966,0
1,0,0,59,1
0,0,0,285,1
1,0,0,638,0
7,5,0,2580,0
0,0,0,90,1
4,1,0,4961,0
0,0,0,415,1
4,0,0,2704,0
0,0,0,196,1
4,0,0,7119,0
1,0,0,221,1
1,0,0,507,1
3,0,0,389,0
1,0,0,74,1
5,0,0,3355,0
0,0,0,309,1
0,0,0,953,1
1,0,0,289,1
2,0,0,146,1
5,0,0,3350,0
1,0,0,295,1
1,0,0,163,1
0,2,0,600,0
1,0,0,558,1
0,0,0,857,1
2,0,0,657,0
0,0,0,1026,1
1,0,0,484,1
1,0,0,111,1
0,0,0,837,1
1,0,0,64,1
1,0,0,341,1
1,0,0,89,1
1,0,0,75,1
0,0,0,92,1
1,0,0,111,1
0,0,0,421,0
1,0,0,309,1
1,0,0,585,1
0,0,0,4820,0
1,0,0,176,1
2,0,0,12278,0
0,0,0,1756,0
1,0,0,186,1
2,0,0,403,0
0,0,0,185,1
0,2,0,3695,0
1,0,0,91,1
0,0,0,1370,0
0,0,0,1315,0
1,0,0,105,1
1,0,0,115,1
2,0,0,756,0
0,2,0,1007,0
0,0,0,316,1
0,0,0,1127,0
1,0,0,504,1
0,0,0,318,1
0,1,0,112,1
1,0,0,292,1
1,0,0,175,1
1,0,0,177,1
24,0,0,3894,1
2,0,0,474,1
1,0,0,72,1
0,1,0,136,1
0,0,0,336,1
1,0,0,206,1
1,0,0,140,1
1,0,0,90,1
1,0,0,373,1
1,0,0,70,1
1,7,0,2625,0
24,0,0,3918,1
1,0,0,176,1
1,0,0,442,1
2,0,0,181,1
1,0,0,321,1
2,1,0,1688,1
1,0,0,170,1
2,0,0,159,1
1,2,0,513,0
2,1,0,1040,0
3,1,0,3170,0
1,0,0,303,1
1,0,0,1021,0
24,0,0,3895,1
1,0,0,70,1
0,0,0,91,1
1,0,0,220,1
0,0,0,92,1
1,2,0,177,1
1,0,0,195,1
1,1,0,575,1
0,0,0,91,1
0,0,0,1576,0
1,1,0,658,1
0,0,0,198,1
0,0,0,1311,0
1,0,0,87,1
0,0,0,158,1
0,0,0,319,1
1,0,0,154,1
1,0,0,221,1
0,0,0,205,1
1,0,0,548,1
0,0,0,282,1
5,0,0,3075,0
0,0,0,462,0
0,1,0,958,0
0,0,0,82,1
0,0,0,94,0
1,0,0,377,1
2,3,0,5103,0
3,0,0,1256,0
0,2,0,141,1
1,0,0,294,1
0,0,0,3037,0
1,0,0,273,1
1,0,0,363,1
8,0,0,8569,0
2,0,0,144,1
0,0,0,129,1
3,0,0,1261,0
0,0,0,70,1
0,0,0,638,0
1,0,0,453,1
3,3,0,7540,0
0,0,0,979,0
2,0,0,157,1
0,0,0,240,1
1,6,0,532,0
0,0,0,318,1
0,0,0,318,1
1,0,0,267,1
1,0,0,258,1
3,1,0,2690,0
0,0,0,129,1
0,0,0,159,1
0,0,0,92,1
66,9,0,14183,0
2,0,0,3444,0
1,1,0,187,1
0,0,0,4353,0
0,1,0,137,1
0,0,0,6202,0
2,0,0,7078,0
1,0,0,177,1
1,0,0,156,1
0,0,0,92,1
0,1,0,1838,0
1,0,0,169,1
1,0,0,241,1
1,0,0,235,0
1,0,0,196,1
3,1,0,2695,0
2,1,0,2774,0
1,1,0,755,0
0,0,0,4353,0
4,0,0,956,0
1,0,0,169,1
4,0,0,951,0
0,0,0,854,1
0,0,0,58,1
1,0,0,287,1
1,0,0,178,1
1,0,0,161,1
0,0,0,319,1
1,0,0,209,1
2,0,0,159,1
1,0,0,113,1
1,0,0,273,1
1,0,0,91,1
4,0,0,1208,0
7,21,0,30510,0
2,0,0,499,0
2,0,0,870,0
0,0,0,91,1
1,0,0,296,1
0,0,0,854,1
0,0,0,487,0
0,0,0,325,1
1,0,0,862,0
1,6,0,786,0
0,0,0,159,1
0,0,0,129,1
1,0,0,69,1
2,0,0,1547,0
0,0,0,86,1
0,4,0,248,0
8,0,0,3861,0
1,0,0,181,1
1,0,0,181,1
1,0,0,180,1
0,0,0,93,1
0,0,0,313,1
1,2,0,3215,0
1,0,0,108,1
0,0,0,317,1
0,0,0,318,1
1,0,0,2503,0
1,0,0,89,1
1,0,0,180,1
2,0,0,1552,0
0,0,0,89,1
2,0,0,156,1
1,0,0,180,1
1,0,0,179,1
1,0,0,158,1
0,4,0,688,0
2,0,0,924,0
0,0,0,323,1
0,1,0,120,1
0,0,0,312,1
1,0,0,7551,0
5,0,0,2278,0
2,0,0,359,0
0,0,0,4237,0
2,0,0,929,0
1,0,0,139,1
1,0,0,487,1
1,6,0,546,0
0,0,0,481,1
1,0,0,172,1
1,0,0,1512,0
1,0,0,179,1
1,0,0,518,1
0,0,0,103,1
2,2,0,3746,0
0,0,0,314,1
1,0,0,93,1
2,0,0,163,1
1,0,0,148,1
1,0,0,295,1
0,0,0,838,1
1,0,0,103,1
1,0,0,100,1
1,0,0,1213,0
0,0,0,2103,0
1,0,0,77,1
0,0,0,546,0
1,0,0,306,1
0,0,0,534,1
0,0,0,275,0
1,0,0,181,1
1,0,0,188,1
0,0,0,557,1
1,0,0,100,1
2,0,0,4270,0
0,2,0,295,1
0,0,0,1669,0
0,5,0,2259,0
1,1,0,310,1
0,0,0,835,1
1,0,0,275,1
4,1,0,11681,0
2,0,0,189,1
2,0,0,1102,0
0,0,0,284,1
2,0,0,1097,0
1,0,0,75,1
0,6,0,504,0
0,0,0,59,1
3,0,0,992,0
1,0,0,102,1
1,0,0,764,1
1,0,0,197,1
1,0,0,184,1
0,0,0,853,1
0,6,0,804,0
1,0,0,2629,0
0,10,0,1051,0
1,0,0,260,1
1,0,0,165,1
0,3,0,3712,0
1,7,0,731,0
1,0,0,240,1
1,0,0,289,1
1,0,0,343,1
7,4,0,1258,0
4,0,0,2504,0
0,0,0,7386,0
0,0,0,91,1
0,2,0,1038,0
0,0,0,313,1
1,0,0,181,1
1,0,0,180,1
2,0,0,990,0
1,0,0,183,1
0,0,0,60,1
1,0,0,228,1
1,0,0,132,1
1,0,0,173,1
1,0,0,302,1
0,0,0,129,1
2,0,0,995,0
0,0,0,88,1
0,0,0,116,1
1,0,0,818,1
1,0,0,164,1
1,0,0,545,1
1,0,0,917,0
1,0,0,194,1
1,0,0,108,1
0,1,0,857,0
1,0,0,177,1
1,0,0,152,1
1,0,0,189,1
0,0,0,326,1
1,0,0,207,1
0,0,0,89,1
1,0,0,177,1
1,0,0,376,1
1,0,0,223,1
1,0,0,214,1
0,6,0,1904,0
1,0,0,70,1
0,6,0,1085,0
1,0,0,180,1
2,0,0,144,1
2,0,0,1121,0
1,0,0,263,1
1,0,1,87,1
0,0,0,92,1
0,1,0,116,1
2,0,0,1126,0
1,0,0,303,1
1,0,0,402,1
0,1,0,142,1
6,4,0,7622,0
1,0,0,281,1
1,0,0,183,1
1,0,0,351,1
0,0,0,312,1
2,0,0,1126,0
1,0,0,238,1
1,0,0,197,1
1,0,0,150,1
1,0,0,168,1
0,0,0,289,1
1,0,0,224,1
1,0,0,173,1
1,0,0,177,1
1,0,0,407,0
2,0,0,143,1
1,0,0,170,1
1,0,0,1283,0
1,0,0,871,1
0,6,0,1465,0
0,0,0,310,1
1,1,0,179,1
1,0,0,310,1
1,0,0,597,1
0,6,0,1021,0
1,0,0,131,1
0,1,0,809,0
2,0,0,1121,0
2,0,0,400,0
1,0,0,1529,0
0,0,0,1422,0
1,0,0,171,1
0,0,0,48,1
1,0,0,284,1
1,0,0,375,1
2,0,0,1758,0
1,0,0,226,1
2,0,0,1753,0
1,0,0,523,1
1,0,0,427,1
0,4,0,614,0
3,0,0,947,0
2,0,0,5808,0
0,1,0,157,1
0,1,0,485,1
1,0,0,109,1
1,0,0,338,1
1,0,0,736,1
0,0,0,1650,1
0,0,0,513,0
1,0,0,87,1
2,0,0,903,0
1,0,0,384,1
1,0,0,363,1
3,0,0,952,0
1,0,0,219,1
1,0,0,997,0
1,0,0,110,1
0,1,0,126,1
0,0,0,1695,0
0,1,0,1629,0
1,0,0,199,1
1,0,0,166,1
1,0,0,69,1
1,0,0,549,0
0,2,0,1482,1
5,0,0,2998,0
2,0,0,822,0
2,0,0,827,0
3,12,0,5124,0
5,1,0,8617,0
0,1,0,5524,0
0,0,0,553,0
1,0,0,278,1
1,0,0,129,1
2,0,0,1954,0
0,0,0,844,0
1,0,0,297,1
1,0,0,181,1
2,0,0,1959,0
1,0,0,119,1
1,1,0,196,1
0,1,0,142,1
0,2,0,143,1
1,0,0,181,1
1,0,0,271,1
1,0,0,309,1
1,1,0,430,0
0,0,0,151,1
0,0,0,1498,0
1,0,0,443,1
1,0,0,244,1
1,0,0,178,1
1,0,0,364,1
1,0,0,147,1
1,0,0,185,1
0,0,0,1227,0
1,0,0,68,1
1,0,0,159,1
1,0,0,331,0
1,0,0,288,1
1,0,1,180,1
0,4,0,799,0
2,0,0,1426,0
9,1,0,4367,0
0,1,0,336,0
2,0,0,1431,0
2,0,0,1809,0
0,0,0,91,1
1,0,0,529,1
1,2,0,3231,0
1,0,0,288,1
1,0,0,2202,0
1,0,0,70,1
1,0,0,172,1
1,0,0,292,1
1,0,0,167,1
4,0,0,2185,0
0,0,0,53,1
1,0,0,295,1
0,2,0,143,1
1,0,0,272,1
1,0,0,233,1
0,3,0,1396,0
1,0,0,201,1
1,0,0,199,1
4,0,0,2180,0
0,0,0,287,1
0,0,0,80,1
1,0,0,167,1
1,0,0,175,1
2,0,0,1743,0
1,0,0,276,1
3,0,0,571,0
0,0,0,317,1
1,0,0,224,1
7,5,0,20301,0
1,0,0,244,1
1,0,0,63,1
1,0,0,221,0
2,0,0,586,0
0,0,0,91,1
1,0,0,574,1
6,7,0,4137,0
1,0,0,368,1
1,0,0,566,0
3,0,0,842,0
2,0,0,2158,0
1,0,0,289,0
1,0,0,166,1
1,0,0,183,1
7,1,0,6826,0
1,0,0,536,0
6,0,0,1492,0
1,0,0,184,1
1,0,0,587,0
19,1,0,6810,0
0,0,0,8944,0
1,0,0,453,1
0,0,0,91,1
1,0,0,345,1
1,0,0,285,1
0,4,0,3842,0
1,0,0,337,1
1,0,0,363,1
1,0,0,336,1
1,0,0,338,1
1,0,0,380,1
2,0,0,1259,0
1,0,0,159,1
0,0,0,106,1
3,6,0,2438,0
0,1,0,134,1
0,0,0,1329,0
2,0,0,2098,0
2,0,0,1495,0
0,0,0,304,0
1,0,0,181,1
1,0,0,210,1
1,0,0,180,1
1,0,0,172,1
2,0,0,1500,0
1,2,0,274,1
1,0,0,566,0
2,0,0,2516,0
1,0,0,168,1
1,0,0,203,1
0,0,0,761,0
4,0,0,1103,0
1,0,0,385,1
1,0,0,149,1
1,0,0,414,1
8,0,0,5660,0
1,0,0,523,1
1,0,0,71,1
1,0,0,1739,0
1,0,0,277,1
1,0,0,252,1
2,0,0,2944,0
1,0,0,826,0
2,0,0,1588,0
1,0,0,2774,0
5,0,0,5249,0
1,0,0,694,0
2,0,0,495,1
2,0,0,740,0
2,0,0,1164,0
1,0,0,618,0
1,0,0,326,1
0,0,0,827,1
2,6,0,1172,0
0,1,0,154,1
0,0,0,108,1
3,0,0,2374,0
0,0,0,898,0
1,0,0,514,1
1,1,0,182,1
3,0,0,811,0
1,7,0,2873,0
3,0,0,2369,0
1,0,0,113,1
6,0,0,10210,0
0,0,0,836,1
1,0,0,36,1
9,5,0,46135,0
1,0,0,155,0
12,6,0,52804,0
2,0,0,621,0
0,0,0,1661,0
2,2,0,12935,0
1,16,0,10045,0
0,16,0,8635,0
1,0,0,292,1
0,1,0,546,0
0,0,0,978,1
2,0,0,741,0
0,0,0,946,0
1,0,0,193,1
0,0,0,43,1
1,0,0,1161,0
0,0,0,38,1
3,0,0,557,0
0,1,0,971,0
1,0,0,81,1
0,0,0,267,0
0,0,0,873,1
0,0,0,1263,0
0,1,0,542,1
1,0,0,87,1
1,0,0,693,0
1,0,0,168,1
5,0,0,1237,0
0,3,0,749,0
0,0,0,3654,0
7,0,0,1714,0
1,0,0,311,1
1,0,0,2166,0
1,0,0,98,1
0,1,0,138,1
1,0,0,408,1
1,1,0,405,1
2,0,0,147,1
1,2,0,758,0
3,3,0,15023,0
1,0,0,197,1
1,0,0,521,1
2,1,0,1460,0
0,0,0,257,0
1,0,0,491,1
0,1,0,116,1
1,0,0,150,1
1,0,0,324,1
1,0,0,334,1
0,0,0,33,1
0,2,0,143,1
2,0,0,662,0
1,0,0,806,0
1,0,0,103,1
2,0,0,504,0
3,2,0,1776,0
1,0,0,323,1
2,0,0,988,0
1,0,0,342,1
1,0,0,62,1
1,0,0,173,1
1,5,0,4298,0
3,0,0,341,0
1,0,0,184,1
1,0,0,188,1
5,0,0,1054,0
1,0,0,166,1
1,0,0,144,1
2,0,0,983,0
2,0,0,1965,0
1,0,0,667,0
2,0,0,1965,0
2,0,0,724,0
0,0,0,828,0
1,0,0,292,1
1,0,0,128,1
0,0,0,1169,0
1,0,0,161,1
1,0,0,246,1
1,0,0,121,1
2,0,0,2758,0
1,0,0,169,1
1,0,0,112,1
2,2,0,1111,0
1,0,0,234,1
1,0,0,392,1
1,0,0,257,1
0,0,0,421,0
1,0,0,419,1
0,1,0,144,1
1,0,0,186,1
1,0,0,186,1
1,0,0,217,1
1,0,0,100,1
0,0,0,603,0
1,0,0,241,1
1,0,0,234,1
1,0,0,202,1
0,0,0,379,1
1,0,0,190,1
1,0,0,179,1
1,0,0,168,1
0,1,0,118,1
1,0,0,214,1
1,0,0,187,1
0,0,0,428,1
0,0,0,377,0
1,0,0,231,1
1,0,0,343,1
1,0,0,167,1
0,0,0,536,0
1,0,0,259,1
1,0,0,327,1
1,0,0,297,1
1,0,0,253,1
1,0,0,248,1
1,0,0,169,1
1,0,0,209,1
1,0,0,168,1
1,0,0,189,1
1,0,0,192,1
0,1,0,1127,0
1,0,0,169,1
1,0,0,185,1
3,0,0,876,0
1,9,0,1935,1
1,0,0,185,1
1,0,0,259,1
1,0,0,229,1
3,0,0,1188,0
1,0,0,177,1
1,0,0,301,1
1,0,0,278,1
1,0,0,172,1
24,0,0,3895,1
5,0,0,1070,0
4,0,0,1513,0
2,0,0,148,1
1,0,0,183,1
1,0,0,172,1
1,0,0,209,1
0,0,0,342,0
1,0,0,195,1
1,0,0,175,1
1,0,0,241,1
3,0,0,672,0
1,0,0,170,1
1,0,0,258,1
1,0,0,163,1
0,0,0,377,1
1,0,0,166,1
1,0,0,197,1
3,0,0,667,0
1,0,0,217,1
1,0,0,178,1
0,0,0,586,0
1,0,0,163,1
1,0,0,212,1
133,138,0,32661,0
2,0,0,140,1
1,0,0,159,1
2,0,0,2831,0
5,0,0,3094,0
1,0,0,207,1
1,0,0,129,1
1,0,0,442,1
3,0,0,1265,0
1,0,0,365,1
1,0,0,1361,0
1,0,0,193,1
1,0,0,260,1
1,1,0,170,1
1,0,0,148,1
1,0,0,312,1
1,0,0,203,1
1,0,0,227,1
1,0,0,162,1
1,0,0,292,1
1,0,0,241,1
0,0,0,1253,0
0,0,0,113,1
1,0,0,170,1
1,0,0,219,1
1,0,0,242,1
1,0,0,258,1
0,0,0,2290,0
1,0,0,346,1
1,0,0,427,1
1,0,0,199,1
1,0,0,558,1
1,1,0,193,1
1,0,0,212,1
1,0,0,935,0
1,0,0,344,1
1,0,0,149,1
1,0,0,85,1
1,0,0,392,1
1,0,0,149,1
1,0,0,573,1
1,0,0,364,1
1,0,0,154,1
0,0,0,642,0
1,0,0,234,1
1,0,0,320,1
1,0,0,228,1
1,0,0,387,1
1,1,0,196,1
1,0,0,163,1
2,0,0,3529,0
1,0,0,199,1
1,0,0,292,1
1,0,0,196,1
1,0,0,151,1
1,0,0,597,1
1,0,0,175,1
1,0,0,375,1
1,0,0,345,1
1,0,0,5439,0
1,0,0,369,1
1,0,0,1251,0
0,4,0,887,0
2,2,0,3008,0
1,0,0,412,1
1,0,0,153,1
5,0,0,1851,0
1,0,0,247,1
1,0,0,177,1
1,0,0,278,1
1,0,0,169,1
2,0,0,1376,0
1,0,0,308,1
1,1,0,165,1
1,0,0,383,1
1,0,0,199,1
3,0,0,1840,0
7,0,0,31211,0
1,0,0,332,1
1,0,0,151,1
5,0,0,7379,0
1,0,0,780,0
7,0,0,33990,0
2,0,0,1118,0
2,0,0,1746,0
1,0,0,970,0
1,0,0,847,0
0,0,0,109,1
1,0,0,379,1
1,0,0,170,1
0,0,0,560,0
1,0,0,168,1
1,0,0,242,1
1,0,0,176,1
1,0,0,68,1
1,0,0,470,1
3,0,0,754,0
16,3,0,3547,0
0,0,0,291,1
1,0,0,312,1
1,0,0,243,1
0,1,0,787,1
1,0,0,278,1
5,0,0,3875,0
1,0,0,161,1
0,4,0,595,1
1,0,0,277,1
1,0,0,245,1
0,0,0,105,1
1,0,0,464,1
0,0,0,1650,1
1,0,0,186,1
0,0,0,310,1
1,0,0,3067,0
1,0,0,137,1
0,4,0,596,1
0,0,0,197,1
0,0,0,393,0
0,0,0,162,1
3,0,0,2402,0
1,0,0,150,1
2,0,0,554,0
3,0,0,1366,0
0,2,0,1831,0
4,0,0,2528,0
1,0,0,990,0
1,0,0,168,1
0,4,0,595,1
0,4,0,605,1
1,0,0,180,1
0,3,0,569,1
1,0,0,300,1
1,0,0,310,1
0,3,0,580,1
1,0,0,5989,0
0,0,0,129,1
1,0,0,285,1
1,0,0,310,1
0,0,0,1468,0
1,0,0,980,1
1,0,0,183,1
2,1,0,496,1
1,0,0,196,1
1,0,0,1611,0
1,0,0,139,1
0,2,0,1408,0
0,1,0,237,0
1,0,0,168,1
1,5,0,2752,0
4,1,0,661,0
1,0,0,255,0
2,0,0,1861,0
0,0,0,763,0
2,0,0,1678,0
1,0,0,327,0
0,0,0,107,1
0,0,0,505,0
1,0,0,282,1
1,0,0,211,1
0,1,0,155,0
1,0,0,558,1
0,0,0,844,1
1,0,0,215,1
87,6,0,29305,0
1,0,0,627,0
0,0,0,110,1
1,0,0,1933,0
1,0,0,331,1
2,0,0,1620,0
1,0,0,246,1
1,0,0,380,1
1,0,0,199,1
0,0,0,314,1
1,0,0,132,1
1,0,0,257,1
0,4,0,592,1
0,0,0,315,1
1,0,0,164,1
0,0,0,311,1
1,0,0,148,1
0,4,0,606,1
0,0,0,313,1
1,0,0,93,1
1,0,0,109,1
0,0,0,1093,0
1,5,0,769,0
0,0,0,320,1
1,2,0,2817,0
1,0,0,173,1
0,0,0,321,1
1,0,0,163,1
2,0,0,1384,0
1,0,0,94,1
0,2,0,1489,1
1,0,0,121,1
0,0,0,112,1
0,0,0,110,1
1,0,0,727,0
0,1,0,132,1
0,0,0,114,1
0,0,0,108,1
0,0,0,311,1
0,0,0,109,1
1,1,0,475,0
0,4,0,579,1
0,0,0,26,0
0,0,0,816,1
2,0,0,1818,0
1,0,0,436,1
0,4,0,584,1
2,0,0,1379,0
0,0,0,831,0
3,0,0,1333,0
0,0,0,287,0
5,0,0,8092,0
0,0,0,575,1
6,0,0,1398,0
1,0,0,414,1
0,3,0,585,1
0,0,0,317,1
2,0,0,2200,0
1,0,0,467,1
1,0,0,751,1
0,13,0,10762,0
0,0,0,286,1
0,0,0,1327,0
0,0,0,52,1
0,1,0,155,1
1,2,0,438,1
2,0,0,1932,0
1,0,0,128,1
2,0,0,2036,0
0,0,0,129,1
0,1,0,1565,0
0,0,0,317,1
2,1,0,176,1
0,0,0,95,1
3,0,0,1522,0
1,0,0,881,0
0,0,0,694,0
3,0,0,1792,0
4,0,0,8580,0
1,5,0,1354,0
1,8,0,13311,0
1,0,0,543,1
0,0,0,319,1
1,0,0,299,1
0,0,0,2907,0
0,0,0,43,1
2,0,0,155,1
5,0,0,1629,0
1,0,0,197,1
0,0,0,929,0
0,0,0,1650,1
1,0,0,350,1
1,0,0,98,1
1,7,0,2967,0
1,0,0,277,1
1,7,0,1606,0
0,0,0,315,1
0,0,0,312,1
1,0,0,202,1
0,0,0,320,1
0,0,0,314,1
0,0,0,312,1
0,0,0,314,0
3,0,0,1972,0
2,0,0,1789,0
2,0,0,587,0
0,0,0,544,0
0,0,0,311,1
0,0,0,309,1
0,0,0,320,1
0,0,0,319,1
2,0,0,502,0
1,0,0,71,1
1,0,0,746,0
2,0,0,3078,0
0,0,0,319,1
0,0,0,575,1
1,0,0,72,1
3,0,0,2531,0
1,0,0,84,1
7,0,0,2146,0
2,0,0,1939,0
0,0,0,316,1
5,0,0,2065,0
0,0,0,322,1
0,0,0,316,1
0,4,0,336,0
0,0,0,646,0
0,4,0,595,1
7,1,0,5873,0
0,0,0,255,0
0,0,0,314,1
1,0,0,456,1
1,0,0,177,1
0,0,0,315,1
8,0,0,18421,0
0,0,0,321,1
1,0,0,102,1
0,0,0,311,1
0,0,0,315,1
1,0,0,452,1
0,0,0,318,1
0,0,0,316,1
0,0,0,315,1
1,7,0,1042,0
0,3,0,597,1
2,0,0,4231,0
1,8,0,2388,0
0,0,0,1173,0
0,0,0,2739,0
2,0,0,1181,0
2,0,0,1059,0
0,0,0,642,0
0,0,0,313,1
0,0,0,83,1
1,0,0,154,1
1,0,0,318,1
0,0,0,310,1
1,0,0,162,1
0,8,0,5008,0
0,0,0,323,1
0,0,0,312,1
0,0,0,318,1
1,0,0,72,1
0,0,0,679,0
0,0,0,319,1
2,1,0,476,0
0,0,0,288,1
24,0,0,3894,1
2,0,0,1039,0
0,0,0,314,1
2,0,0,525,0
2,0,0,519,0
2,0,0,558,0
1,0,0,345,0
2,0,0,2013,0
0,6,0,614,0
0,0,0,169,0
2,0,0,4623,0
0,0,0,627,0
1,0,0,87,1
0,0,0,315,1
1,4,0,424,0
0,1,0,134,1
0,0,0,316,1
2,0,0,1099,0
0,0,0,310,1
0,1,0,156,1
2,0,0,690,0
3,0,0,569,0
0,0,0,34,1
0,3,0,579,1
6,0,0,1933,0
0,0,0,1252,0
0,0,0,232,0
0,0,0,315,1
8,1,0,11378,0
4,0,0,572,0
5,0,0,2603,0
0,11,0,5726,0
1,0,0,905,0
2,0,0,3058,0
2,0,0,480,0
1,0,0,95,1
0,0,0,310,1
1,3,0,5655,0
1,0,0,107,1
1,0,0,519,0
0,11,0,6674,0
2,0,0,782,0
0,0,0,315,1
1,0,0,346,1
0,0,0,1571,0
0,0,0,317,1
0,0,0,322,1
0,0,0,313,1
1,0,0,87,1
0,0,0,594,0
1,2,0,499,1
1,0,0,815,0
0,0,0,320,1
0,0,0,310,1
3,0,0,1309,0
0,0,0,316,1
0,0,0,319,1
1,2,0,486,1
3,0,0,1704,0
3,0,0,4338,0
3,0,0,3326,0
3,0,0,4341,0
1,1,0,463,1
3,0,0,1878,0
1,1,0,481,1
0,0,0,320,1
0,3,0,1698,0
0,0,0,310,1
1,0,0,5312,0
1,0,0,994,0
0,0,0,315,1
1,1,0,552,1
0,0,0,514,0
0,0,0,314,1
0,0,0,315,1
1,1,0,413,1
1,0,0,212,1
3,0,0,3706,0
1,1,0,312,1
0,0,0,58,1
0,0,0,319,1
0,0,0,309,1
7,0,0,3087,0
2,0,0,2031,0
7,0,0,2707,0
0,0,0,866,0
1,0,0,1272,0
0,0,0,445,0
0,0,0,315,1
1,0,0,62,1
0,0,0,108,1
0,0,0,313,1
3,0,0,3793,0
1,0,0,478,1
1,0,0,307,0
0,4,0,583,1
0,0,0,54,1
0,0,0,311,1
1,0,0,350,1
1,0,0,322,1
1,0,0,366,1
0,3,0,588,1
0,0,0,843,0
0,0,0,41,1
1,0,0,318,1
0,2,0,143,1
0,0,0,547,0
0,0,0,314,1
1,0,0,487,1
0,0,0,275,0
0,0,0,320,1
0,0,0,316,1
1,0,0,73,1
1,0,0,352,1
0,0,0,666,0
0,0,0,103,1
1,0,0,323,1
0,0,0,316,1
0,0,0,321,1
2,0,0,1635,0
0,4,0,598,1
0,3,0,587,1
3,0,0,638,0
1,0,0,1246,0
2,0,0,1284,0
0,0,0,601,0
0,0,0,317,1
1,0,0,544,1
0,0,0,321,1
0,0,0,316,1
0,3,0,592,1
0,0,0,314,1
2,0,0,1272,0
0,0,0,313,1
0,3,0,596,1
0,0,0,733,0
0,0,0,323,1
0,0,0,320,1
0,0,0,311,1
2,0,0,1267,0
0,0,0,284,1
1,0,0,416,1
1,0,0,276,1
0,0,0,938,0
0,0,0,314,1
2,0,0,1317,0
2,0,0,2837,0
0,0,0,300,0
2,0,0,2145,0
2,0,0,2107,0
2,0,0,1429,0
1,0,0,796,0
1,0,0,147,1
0,0,0,314,1
3,0,0,967,0
0,0,0,838,1
11,0,0,4524,0
0,0,0,319,1
5,1,0,1659,0
0,0,0,1815,0
0,0,0,319,1
0,0,0,314,1
1,0,0,548,0
1,0,0,171,1
0,0,0,1424,0
0,0,0,314,1
0,0,0,323,1
0,3,0,1251,0
3,0,0,572,0
4,0,0,4723,0
1,7,0,1339,0
2,0,0,1145,0
1,0,0,1060,0
1,1,0,2828,0
